"행정구역(구동)별(1)","행정구역(구동)별(2)","성별(1)",연령별(1),2018,2019,2020
"팔달구","우만2동","여",45∼49세,855,793,773
"팔달구","우만2동","여",50∼54세,721,728,755
"팔달구","우만2동","여",55∼59세,674,672,646
"팔달구","우만2동","여",60∼64세,488,523,532
"팔달구","우만2동","여",65∼69세,298,325,355
"팔달구","우만2동","여",70∼74 세,234,241,254
"팔달구","우만2동","여",75∼79세,212,210,213
"팔달구","우만2동","여",80∼84세,130,146,147
"팔달구","우만2동","여",85세이상,129,119,128
"팔달구","인계동","여",합계,18667,18723,19330
"팔달구","인계동","여",0∼4세,654,520,507
"팔달구","인계동","여",5∼9세,705,700,589
"팔달구","인계동","여",10∼14세,716,662,670
"팔달구","인계동","여",15∼19세,771,754,733
"팔달구","인계동","여",20∼24세,1377,1398,1487
"팔달구","인계동","여",25∼29세,1962,2186,2473
"팔달구","인계동","여",30∼34세,1635,1622,1670
"팔달구","인계동","여",35∼39세,1698,1586,1590
"팔달구","인계동","여",40∼44세,1526,1501,1468
"팔달구","인계동","여",45∼49세,1569,1572,1592
"팔달구","인계동","여",50∼54세,1414,1388,1450
"팔달구","인계동","여",55∼59세,1428,1435,1419
"팔달구","인계동","여",60∼64세,1091,1159,1221
"팔달구","인계동","여",65∼69세,669,729,840
"팔달구","인계동","여",70∼74 세,517,519,562
"팔달구","인계동","여",75∼79세,411,412,434
"팔달구","인계동","여",80∼84세,281,312,338
"팔달구","인계동","여",85세이상,243,268,287
"영통구","소계","여",합계,176941,183426,183803
"영통구","소계","여",0∼4세,8799,8460,7450
"영통구","소계","여",5∼9세,9942,10355,10273
"영통구","소계","여",10∼14세,10043,10199,10324
"영통구","소계","여",15∼19세,11122,11059,10234
"영통구","소계","여",20∼24세,12898,12853,12944
"영통구","소계","여",25∼29세,14441,15325,15474
"영통구","소계","여",30∼34세,13882,14577,14531
"영통구","소계","여",35∼39세,17343,17345,16599
"영통구","소계","여",40∼44세,16426,17074,17307
"영통구","소계","여",45∼49세,17408,17656,17456
"영통구","소계","여",50∼54세,13771,14822,15273
"영통구","소계","여",55∼59세,10783,11580,11993
"영통구","소계","여",60∼64세,6758,7696,8403
"영통구","소계","여",65∼69세,4037,4459,5103
"영통구","소계","여",70∼74 세,3066,3324,3523
"영통구","소계","여",75∼79세,2678,2814,2869
"영통구","소계","여",80∼84세,1941,2065,2094
"영통구","소계","여",85세이상,1603,1763,1953
"영통구","매탄1동","여",합계,9882,9453,9103
"영통구","매탄1동","여",0∼4세,351,286,242
"영통구","매탄1동","여",5∼9세,419,370,336
"영통구","매탄1동","여",10∼14세,502,429,394
"영통구","매탄1동","여",15∼19세,615,596,538
"영통구","매탄1동","여",20∼24세,730,722,693
"영통구","매탄1동","여",25∼29세,748,742,699
"영통구","매탄1동","여",30∼34세,601,554,525
"영통구","매탄1동","여",35∼39세,786,684,614
"영통구","매탄1동","여",40∼44세,797,716,657
"영통구","매탄1동","여",45∼49세,1009,958,898
"영통구","매탄1동","여",50∼54세,915,927,919
"영통구","매탄1동","여",55∼59세,757,746,755
"영통구","매탄1동","여",60∼64세,556,612,635
"영통구","매탄1동","여",65∼69세,363,380,448
"영통구","매탄1동","여",70∼74 세,276,282,293
"영통구","매탄1동","여",75∼79세,202,187,180
"영통구","매탄1동","여",80∼84세,144,148,151
"영통구","매탄1동","여",85세이상,111,114,126
"영통구","매탄2동","여",합계,7963,7744,7618
"영통구","매탄2동","여",0∼4세,245,203,165
"영통구","매탄2동","여",5∼9세,301,291,257
"영통구","매탄2동","여",10∼14세,394,351,324
"영통구","매탄2동","여",15∼19세,507,436,397
"영통구","매탄2동","여",20∼24세,610,573,575
"영통구","매탄2동","여",25∼29세,639,694,680
"영통구","매탄2동","여",30∼34세,418,424,424
"영통구","매탄2동","여",35∼39세,585,515,472
"영통구","매탄2동","여",40∼44세,639,587,565
"영통구","매탄2동","여",45∼49세,763,699,659
"영통구","매탄2동","여",50∼54세,739,753,767
"영통구","매탄2동","여",55∼59세,674,686,693
"영통구","매탄2동","여",60∼64세,473,514,538
"영통구","매탄2동","여",65∼69세,294,296,343
"영통구","매탄2동","여",70∼74 세,221,240,252
"영통구","매탄2동","여",75∼79세,200,203,217
"영통구","매탄2동","여",80∼84세,133,143,141
"영통구","매탄2동","여",85세이상,128,136,149
"영통구","매탄3동","여",합계,18088,17547,17501
"영통구","매탄3동","여",0∼4세,633,568,519
"영통구","매탄3동","여",5∼9세,1057,940,862
"영통구","매탄3동","여",10∼14세,1090,1051,1052
"영통구","매탄3동","여",15∼19세,1269,1189,1113
"영통구","매탄3동","여",20∼24세,1461,1323,1310
"영통구","매탄3동","여",25∼29세,1556,1525,1569
"영통구","매탄3동","여",30∼34세,1132,1126,1122
"영통구","매탄3동","여",35∼39세,1569,1469,1355
"영통구","매탄3동","여",40∼44세,1734,1627,1619
"영통구","매탄3동","여",45∼49세,1926,1793,1796
"영통구","매탄3동","여",50∼54세,1438,1525,1567
"영통구","매탄3동","여",55∼59세,1125,1159,1178
"영통구","매탄3동","여",60∼64세,693,756,834
"영통구","매탄3동","여",65∼69세,403,446,508
"영통구","매탄3동","여",70∼74 세,305,339,368
"영통구","매탄3동","여",75∼79세,282,273,262
"영통구","매탄3동","여",80∼84세,227,225,233
"영통구","매탄3동","여",85세이상,188,213,234
"영통구","매탄4동","여",합계,11805,11366,11204
"영통구","매탄4동","여",0∼4세,436,354,287
"영통구","매탄4동","여",5∼9세,415,373,345
"영통구","매탄4동","여",10∼14세,544,495,476
"영통구","매탄4동","여",15∼19세,780,720,640
"영통구","매탄4동","여",20∼24세,883,860,836
"영통구","매탄4동","여",25∼29세,925,922,928
"영통구","매탄4동","여",30∼34세,830,768,797
"영통구","매탄4동","여",35∼39세,947,796,735
"영통구","매탄4동","여",40∼44세,965,945,885
"영통구","매탄4동","여",45∼49세,1214,1164,1117
"영통구","매탄4동","여",50∼54세,1020,1002,1069
"영통구","매탄4동","여",55∼59세,969,941,899
"영통구","매탄4동","여",60∼64세,633,717,774
"영통구","매탄4동","여",65∼69세,358,403,463
"영통구","매탄4동","여",70∼74 세,275,273,310
"영통구","매탄4동","여",75∼79세,244,264,267
"영통구","매탄4동","여",80∼84세,199,206,187
"영통구","매탄4동","여",85세이상,168,163,189
"영통구","원천동","여",합계,13854,18917,19344
"영통구","원천동","여",0∼4세,782,1041,898
"영통구","원천동","여",5∼9세,767,1248,1287
"영통구","원천동","여",10∼14세,546,888,964
"영통구","원천동","여",15∼19세,569,780,752
"영통구","원천동","여",20∼24세,1142,1353,1355
"영통구","원천동","여",25∼29세,1413,1736,1828
"영통구","원천동","여",30∼34세,1355,1749,1650
"영통구","원천동","여",35∼39세,1553,2138,2069
"영통구","원천동","여",40∼44세,1176,1778,1929
"영통구","원천동","여",45∼49세,1010,1448,1521
"영통구","원천동","여",50∼54세,878,1237,1276
"영통구","원천동","여",55∼59세,778,1048,1089
"영통구","원천동","여",60∼64세,686,871,939
"영통구","원천동","여",65∼69세,392,524,613
"영통구","원천동","여",70∼74 세,284,375,400
"영통구","원천동","여",75∼79세,236,308,330
"영통구","원천동","여",80∼84세,170,210,227
"영통구","원천동","여",85세이상,117,185,217
"영통구","광교1동","여",합계,26659,26629,27193
"영통구","광교1동","여",0∼4세,1328,1152,1013
"영통구","광교1동","여",5∼9세,1787,1714,1657
"영통구","광교1동","여",10∼14세,1848,1786,1828
"영통구","광교1동","여",15∼19세,1758,1697,1620
"영통구","광교1동","여",20∼24세,1791,1824,1976
"영통구","광교1동","여",25∼29세,2344,2504,2646
"영통구","광교1동","여",30∼34세,2241,2273,2352
"영통구","광교1동","여",35∼39세,2890,2692,2667
"영통구","광교1동","여",40∼44세,2904,2857,2905
"영통구","광교1동","여",45∼49세,2624,2614,2671
"영통구","광교1동","여",50∼54세,1709,1868,2003
"영통구","광교1동","여",55∼59세,1252,1359,1406
"영통구","광교1동","여",60∼64세,775,817,879
"영통구","광교1동","여",65∼69세,462,497,551
"영통구","광교1동","여",70∼74 세,321,336,367
"영통구","광교1동","여",75∼79세,259,265,275
"영통구","광교1동","여",80∼84세,186,198,185
"영통구","광교1동","여",85세이상,180,176,192
"영통구","광교2동","여",합계,14587,14445,14996
"영통구","광교2동","여",0∼4세,928,817,735
"영통구","광교2동","여",5∼9세,1021,935,968
"영통구","광교2동","여",10∼14세,749,744,784
"영통구","광교2동","여",15∼19세,711,703,667
"영통구","광교2동","여",20∼24세,747,702,748
"영통구","광교2동","여",25∼29세,776,861,900
"영통구","광교2동","여",30∼34세,1198,1127,1137
"영통구","광교2동","여",35∼39세,1822,1713,1670
"영통구","광교2동","여",40∼44세,1306,1318,1446
"영통구","광교2동","여",45∼49세,1227,1254,1311
"영통구","광교2동","여",50∼54세,1046,1077,1169
"영통구","광교2동","여",55∼59세,992,991,1014
"영통구","광교2동","여",60∼64세,697,779,854
"영통구","광교2동","여",65∼69세,459,488,584
"영통구","광교2동","여",70∼74 세,327,340,379
"영통구","광교2동","여",75∼79세,267,265,260
"영통구","광교2동","여",80∼84세,171,181,194
"영통구","광교2동","여",85세이상,143,150,176
"영통구","영통1동","여",합계,18390,18502,18211
"영통구","영통1동","여",0∼4세,1009,887,759
"영통구","영통1동","여",5∼9세,1041,1003,1020
"영통구","영통1동","여",10∼14세,1180,1207,1179
"영통구","영통1동","여",15∼19세,1294,1281,1158
"영통구","영통1동","여",20∼24세,1196,1164,1132
"영통구","영통1동","여",25∼29세,1232,1284,1268
"영통구","영통1동","여",30∼34세,1430,1398,1349
"영통구","영통1동","여",35∼39세,1744,1565,1501
"영통구","영통1동","여",40∼44세,1763,1806,1779
"영통구","영통1동","여",45∼49세,2032,2040,1982
"영통구","영통1동","여",50∼54세,1538,1659,1622
"영통구","영통1동","여",55∼59세,1086,1171,1262
"영통구","영통1동","여",60∼64세,562,654,782
"영통구","영통1동","여",65∼69세,373,396,403
"영통구","영통1동","여",70∼74 세,298,317,312
"영통구","영통1동","여",75∼79세,272,286,312
"영통구","영통1동","여",80∼84세,188,230,230
"영통구","영통1동","여",85세이상,152,154,161
"영통구","영통2동","여",합계,13021,12537,12618
"영통구","영통2동","여",0∼4세,924,762,691
"영통구","영통2동","여",5∼9세,626,569,584
"영통구","영통2동","여",10∼14세,526,495,503
"영통구","영통2동","여",15∼19세,644,613,551
"영통구","영통2동","여",20∼24세,907,864,822
"영통구","영통2동","여",25∼29세,1697,1630,1645
"영통구","영통2동","여",30∼34세,1683,1660,1745
"영통구","영통2동","여",35∼39세,1465,1303,1259
"영통구","영통2동","여",40∼44세,1094,1050,1062
"영통구","영통2동","여",45∼49세,1072,1070,1008
"영통구","영통2동","여",50∼54세,824,834,914
"영통구","영통2동","여",55∼59세,536,584,643
"영통구","영통2동","여",60∼64세,303,344,372
"영통구","영통2동","여",65∼69세,195,200,237
"영통구","영통2동","여",70∼74 세,171,179,179
"영통구","영통2동","여",75∼79세,177,191,186
"영통구","영통2동","여",80∼84세,102,103,119
"영통구","영통2동","여",85세이상,75,86,98
"영통구","영통3동","여",합계,16420,16180,16098
"영통구","영통3동","여",0∼4세,654,581,536
"영통구","영통3동","여",5∼9세,848,820,767
"영통구","영통3동","여",10∼14세,1018,970,1007
"영통구","영통3동","여",15∼19세,1200,1159,1034
"영통구","영통3동","여",20∼24세,1548,1523,1636
"영통구","영통3동","여",25∼29세,1332,1355,1342
"영통구","영통3동","여",30∼34세,1043,1052,1029
"영통구","영통3동","여",35∼39세,1282,1170,1110
"영통구","영통3동","여",40∼44세,1587,1519,1453
"영통구","영통3동","여",45∼49세,1840,1809,1769
"영통구","영통3동","여",50∼54세,1462,1479,1456
"영통구","영통3동","여",55∼59세,1026,1066,1153
"영통구","영통3동","여",60∼64세,526,598,648
"영통구","영통3동","여",65∼69세,272,278,327
"영통구","영통3동","여",70∼74 세,242,252,260
"영통구","영통3동","여",75∼79세,203,206,214
"영통구","영통3동","여",80∼84세,180,166,174
"영통구","영통3동","여",85세이상,157,177,183
"영통구","망포1동","여",합계,-,15951,15728
"영통구","망포1동","여",0∼4세,-,774,700
"영통구","망포1동","여",5∼9세,-,974,990
"영통구","망포1동","여",10∼14세,-,1016,992
"영통구","망포1동","여",15∼19세,-,1086,1019
"영통구","망포1동","여",20∼24세,-,1108,1053
"영통구","망포1동","여",25∼29세,-,1137,1049
"영통구","망포1동","여",30∼34세,-,1106,1125
"영통구","망포1동","여",35∼39세,-,1502,1441
"영통구","망포1동","여",40∼44세,-,1469,1486
"영통구","망포1동","여",45∼49세,-,1611,1534
"영통구","망포1동","여",50∼54세,-,1442,1437
"영통구","망포1동","여",55∼59세,-,1086,1141
"영통구","망포1동","여",60∼64세,-,583,625
"영통구","망포1동","여",65∼69세,-,324,383
"영통구","망포1동","여",70∼74 세,-,250,247
"영통구","망포1동","여",75∼79세,-,217,227
"영통구","망포1동","여",80∼84세,-,135,142
"영통구","망포1동","여",85세이상,-,131,137
"영통구","망포2동","여",합계,-,14155,14189
"영통구","망포2동","여",0∼4세,-,1035,905
"영통구","망포2동","여",5∼9세,-,1118,1200
"영통구","망포2동","여",10∼14세,-,767,821
"영통구","망포2동","여",15∼19세,-,799,745
"영통구","망포2동","여",20∼24세,-,837,808
"영통구","망포2동","여",25∼29세,-,935,920
"영통구","망포2동","여",30∼34세,-,1340,1276
"영통구","망포2동","여",35∼39세,-,1798,1706
"영통구","망포2동","여",40∼44세,-,1402,1521
"영통구","망포2동","여",45∼49세,-,1196,1190
"영통구","망포2동","여",50∼54세,-,1019,1074
"영통구","망포2동","여",55∼59세,-,743,760
"영통구","망포2동","여",60∼64세,-,451,523
"영통구","망포2동","여",65∼69세,-,227,243
"영통구","망포2동","여",70∼74 세,-,141,156
"영통구","망포2동","여",75∼79세,-,149,139
"영통구","망포2동","여",80∼84세,-,120,111
"영통구","망포2동","여",85세이상,-,78,91
"영통구","태장동","여",합계,26272,-,-
"영통구","태장동","여",0∼4세,1509,-,-
"영통구","태장동","여",5∼9세,1660,-,-
"영통구","태장동","여",10∼14세,1646,-,-
"영통구","태장동","여",15∼19세,1775,-,-
"영통구","태장동","여",20∼24세,1883,-,-
"영통구","태장동","여",25∼29세,1779,-,-
"영통구","태장동","여",30∼34세,1951,-,-
"영통구","태장동","여",35∼39세,2700,-,-
"영통구","태장동","여",40∼44세,2461,-,-
"영통구","태장동","여",45∼49세,2691,-,-
"영통구","태장동","여",50∼54세,2202,-,-
"영통구","태장동","여",55∼59세,1588,-,-
"영통구","태장동","여",60∼64세,854,-,-
"영통구","태장동","여",65∼69세,466,-,-
"영통구","태장동","여",70∼74 세,346,-,-
"영통구","태장동","여",75∼79세,336,-,-
"영통구","태장동","여",80∼84세,241,-,-
"영통구","태장동","여",85세이상,184,-,-
